acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,label
0.000234,0.71,185560,0.799,0.0,0,0.527,-4.876,1,0.121,83.029,4,0.423,0
0.797,0.292,175667,0.771,0.196,10,0.148,-3.726,0,0.0453,128.235,4,0.228,1
0.586,0.88,200413,0.413,0.000833,0,0.0693,-8.459,1,0.0462,101.991,4,0.44,1
0.668,0.552,250305,0.298,0.0,7,0.1,-13.259,1,0.0382,122.305,4,0.247,0
0.899,0.452,268867,0.179,0.0,9,0.178,-11.165,1,0.0824,121.488,4,0.103,1
0.084,0.976,154747,0.771,4.94e-5,5,0.126,-8.563,1,0.221,126.109,4,0.562,0
0.852,0.375,246640,0.199,0.0,2,0.0897,-10.427,1,0.0362,107.161,3,0.222,1
0.14,0.754,216501,0.907,0.0,7,0.305,-1.737,1,0.164,144.964,4,0.604,0
0.0717,0.609,199827,0.737,0.0,1,0.0575,-5.588,1,0.422,130.106,4,0.286,0
0.413,0.827,187250,0.419,0.0,10,0.115,-10.329,0,0.112,119.974,4,0.227,0
0.1,0.722,98595,0.836,2.1e-5,10,0.384,-7.231,0,0.0837,125.064,4,0.914,1
0.0322,0.489,237707,0.692,0.00608,1,0.315,-6.672,1,0.41,96.946,4,0.527,0
0.834,0.488,151707,0.222,0.773,2,0.0781,-20.153,1,0.044,140.799,4,0.701,1
0.992,0.417,93240,0.0829,0.0,3,0.211,-18.641,1,0.0399,145.994,4,0.614,1
0.0254,0.541,205200,0.854,0.000125,2,0.651,-6.196,1,0.155,86.044,4,0.454,0
0.000969,0.765,221797,0.857,0.67,6,0.131,-3.811,0,0.0495,127.041,3,0.525,1
0.0259,0.74,181307,0.899,5.92e-6,9,0.0373,-4.461,1,0.0321,133.922,4,0.965,1
0.892,0.187,294827,0.351,3.19e-6,10,0.673,-9.935,1,0.0323,84.31,3,0.141,1
0.0516,0.836,179524,0.857,3.36e-6,6,0.489,-4.148,1,0.271,126.019,4,0.966,0
0.0553,0.66,157643,0.775,0.0,2,0.129,-4.926,1,0.172,157.036,4,0.635,0
0.0112,0.575,175640,0.939,0.0,2,0.204,-3.141,0,0.0392,111.983,4,0.751,1
0.232,0.675,123079,0.667,0.0,0,0.0813,-7.009,1,0.0785,141.943,4,0.493,1
0.554,0.47,241187,0.625,0.000273,1,0.924,-9.228,1,0.068,138.215,4,0.399,1
0.00778,0.898,156800,0.935,3.63e-5,11,0.217,-2.744,1,0.291,150.016,4,0.884,0
0.0325,0.544,238493,0.5,3.78e-6,11,0.109,-8.253,1,0.026,93.621,4,0.177,1
0.737,0.306,353920,0.377,0.0,1,0.0365,-8.09,1,0.0344,85.714,4,0.245,1
0.786,0.261,276280,0.274,0.0,8,0.108,-9.04,1,0.0291,91.285,4,0.249,1
0.949,0.436,130133,0.0629,1.85e-6,10,0.0959,-26.586,0,0.046,99.148,4,0.296,1
0.0264,0.733,231480,0.907,1.13e-6,4,0.1,-4.002,0,0.158,96.053,4,0.661,0
0.677,0.549,267267,0.524,0.872,9,0.29,-11.472,0,0.0284,142.401,4,0.336,1
0.572,0.767,244173,0.271,0.0929,0,0.162,-9.23,1,0.0531,124.042,4,0.639,1
0.721,0.691,270080,0.414,0.931,2,0.11,-9.749,1,0.036,124.846,4,0.283,1
0.522,0.44,307387,0.482,0.00245,6,0.931,-10.712,1,0.0851,157.462,4,0.402,1
0.15,0.853,211280,0.583,2.52e-6,8,0.0864,-4.563,1,0.281,160.026,4,0.365,0
0.142,0.662,282387,0.948,1.23e-5,8,0.0675,-3.869,1,0.0914,88.987,4,0.839,0
0.0131,0.642,284400,0.931,0.825,1,0.215,-4.142,1,0.0417,152.005,4,0.548,0
0.118,0.563,188227,0.832,0.0,0,0.321,-6.204,0,0.112,161.918,4,0.607,1
0.679,0.729,226367,0.566,0.524,1,0.0891,-10.114,1,0.0365,110.424,4,0.244,0
0.0472,0.702,297268,0.666,0.000119,5,0.139,-8.307,0,0.0463,119.93,4,0.109,1
0.805,0.331,210040,0.357,0.638,0,0.0959,-7.866,0,0.102,171.082,3,0.235,1
0.324,0.606,221693,0.417,3.53e-5,0,0.149,-7.985,1,0.0296,115.354,4,0.437,1
0.856,0.593,193480,0.534,0.0,10,0.0881,-10.188,1,0.116,124.606,5,0.954,1
0.398,0.519,298187,0.764,0.000202,2,0.0843,-5.797,1,0.0415,97.012,4,0.354,1
0.0192,0.694,220238,0.832,0.0,5,0.355,-3.038,0,0.0598,135.011,4,0.424,0
0.444,0.298,366227,0.252,1.77e-5,2,0.116,-11.46,1,0.0342,187.451,3,0.207,1
0.0574,0.681,182507,0.835,0.0,5,0.223,-4.426,1,0.0642,132.059,4,0.581,0
0.217,0.85,204027,0.788,0.027,4,0.0785,-5.651,1,0.0317,138.849,4,0.968,1
0.00503,0.55,181200,0.989,0.866,1,0.487,-3.621,0,0.067,150.035,4,0.526,0
0.992,0.525,226293,0.0633,0.905,9,0.105,-23.072,1,0.0497,71.855,4,0.297,1
0.0714,0.763,229640,0.807,0.28,1,0.348,-3.714,1,0.035,103.038,3,0.559,0
0.746,0.486,247227,0.513,0.00213,0,0.113,-9.397,1,0.0349,129.131,4,0.394,1
0.279,0.774,184028,0.619,3.31e-6,8,0.194,-6.183,1,0.0641,87.02,4,0.866,1
0.586,0.565,238933,0.461,0.0,0,0.162,-7.273,1,0.141,157.894,4,0.199,1
0.0898,0.505,254093,0.657,0.0,9,0.0606,-7.254,1,0.288,135.995,4,0.666,0
0.589,0.646,181227,0.828,0.0,8,0.0613,-8.342,1,0.038,93.185,4,0.539,0
0.958,0.304,154600,0.139,0.468,0,0.092,-18.236,0,0.0327,84.272,4,0.271,1
0.924,0.472,258293,0.385,0.784,0,0.0902,-8.547,1,0.0426,139.736,3,0.439,1
0.715,0.531,326320,0.546,5.92e-6,9,0.308,-7.978,1,0.0332,84.286,4,0.392,1
0.0208,0.532,224549,0.977,0.0,10,0.151,-2.761,0,0.0353,116.527,4,0.966,0
0.477,0.731,183987,0.897,0.000584,3,0.0804,-4.962,1,0.03,119.33,4,0.957,0
0.000339,0.905,177604,0.596,2.05e-5,1,0.0897,-7.496,0,0.118,149.996,4,0.422,0
0.103,0.701,219533,0.968,0.0,1,0.832,-0.913,1,0.078,100.009,4,0.913,0
0.99,0.379,235733,0.204,0.869,2,0.0572,-19.543,1,0.0539,119.979,4,0.0603,1
0.545,0.365,237267,0.52,0.0,9,0.111,-6.52,1,0.0331,106.152,4,0.4,1
0.558,0.541,223840,0.485,0.0,8,0.12,-6.85,1,0.031,136.956,4,0.369,1
0.44,0.399,192760,0.591,0.0616,6,0.446,-8.792,0,0.052,79.892,3,0.175,0
0.112,0.612,212862,0.84,0.0,11,0.116,-3.145,0,0.0509,129.042,4,0.438,1
0.923,0.173,312400,0.167,0.0124,2,0.11,-17.398,1,0.0409,71.746,1,0.0332,1
0.326,0.646,241027,0.665,1.97e-5,6,0.238,-7.878,1,0.0268,143.966,4,0.7,0
0.217,0.666,277547,0.721,0.0,9,0.0982,-5.848,0,0.0407,120.081,4,0.492,1
0.0455,0.744,205880,0.861,0.0,1,0.321,-3.51,0,0.0936,129.88,4,0.689,0
0.000363,0.554,262893,0.699,3.56e-6,9,0.0819,-5.788,1,0.0369,128.021,4,0.214,1
0.368,0.696,192133,0.832,0.000732,9,0.111,-7.197,0,0.0394,135.989,4,0.546,0
0.853,0.586,221773,0.213,0.0,0,0.177,-11.406,1,0.0284,82.921,4,0.285,1
0.0366,0.684,211800,0.896,5.76e-6,9,0.292,-4.239,1,0.144,129.942,4,0.444,0
0.175,0.814,268005,0.779,0.000671,11,0.0605,-3.271,1,0.235,93.43,4,0.544,0
0.00758,0.504,195427,0.515,7.77e-6,9,0.111,-8.145,1,0.0355,87.883,4,0.512,1
0.938,0.976,196147,0.415,0.922,9,0.0908,-10.169,0,0.135,123.052,4,0.838,1
0.049,0.739,205533,0.621,0.00369,11,0.0718,-6.929,0,0.238,85.969,4,0.462,0
0.0022,0.675,158555,0.992,0.221,7,0.387,-0.533,0,0.0605,128.034,4,0.483,0
0.00496,0.733,236093,0.899,4.72e-5,0,0.372,-4.237,1,0.143,127.086,4,0.76,0
0.088,0.429,247320,0.516,4.82e-5,4,0.301,-7.709,1,0.0297,80.933,4,0.478,1
0.684,0.338,222853,0.346,0.0251,9,0.107,-10.353,1,0.0319,158.308,3,0.375,1
0.206,0.797,244240,0.654,0.00214,9,0.0641,-12.652,1,0.0389,134.055,4,0.963,1
0.845,0.511,239767,0.304,1.03e-5,0,0.0741,-11.096,1,0.0279,112.379,3,0.195,1
0.00293,0.706,169697,0.755,0.0,1,0.121,-5.505,0,0.0323,123.993,4,0.7,0
0.0245,0.578,240867,0.875,0.0,1,0.167,-3.468,1,0.135,169.998,4,0.607,0
0.0689,0.732,150456,0.719,1.66e-6,11,0.0929,-8.188,1,0.118,155.056,4,0.77,1
0.0325,0.678,219253,0.857,0.0,10,0.0788,-5.173,0,0.216,94.95,4,0.622,0
0.741,0.499,153320,0.604,5.6e-6,4,0.227,-6.997,0,0.0514,125.55,4,0.243,1
0.926,0.411,538800,0.103,0.561,5,0.0957,-26.074,1,0.0528,132.603,4,0.0697,1
0.826,0.381,249493,0.515,0.00027,4,0.0858,-7.537,1,0.0294,152.173,4,0.439,1
0.208,0.613,260670,0.854,0.000127,4,0.132,-4.512,1,0.0664,145.937,4,0.816,1
0.0127,0.638,233858,0.659,0.0,10,0.187,-6.215,0,0.0627,103.029,4,0.341,1
0.243,0.757,272333,0.398,0.0649,10,0.182,-15.444,1,0.0289,105.867,4,0.598,1
0.00204,0.576,193125,0.827,0.00101,2,0.145,-6.236,1,0.312,153.167,5,0.403,0
0.975,0.618,273800,0.0772,0.919,9,0.107,-21.306,0,0.0514,104.691,4,0.36,1
0.545,0.769,221213,0.405,0.000887,6,0.0521,-9.152,1,0.269,78.427,4,0.521,1
0.466,0.372,259427,0.494,0.00166,11,0.0585,-8.559,1,0.0297,103.66,4,0.227,1
0.274,0.499,262747,0.761,9.38e-6,5,0.137,-5.436,0,0.0367,76.118,4,0.582,0
0.0633,0.836,171013,0.718,2.35e-5,10,0.0884,-4.56,0,0.0581,99.016,4,0.342,0
0.00582,0.743,238373,0.339,0.0,1,0.0812,-7.678,1,0.409,203.927,4,0.118,0
0.826,0.695,55653,0.271,0.0,0,0.0591,-9.283,1,0.294,137.503,3,0.519,0
0.129,0.788,263813,0.918,0.000471,1,0.0513,-2.756,1,0.102,124.981,4,0.736,0
0.0522,0.449,278719,0.585,8.49e-5,5,0.0833,-6.762,1,0.0268,139.627,4,0.203,1
0.000358,0.596,151523,0.939,0.84,7,0.298,-4.659,1,0.0407,127.992,4,0.269,0
0.518,0.605,159720,0.536,0.0,1,0.528,-10.069,1,0.0421,110.849,4,0.688,1
0.321,0.185,248560,0.453,1.45e-5,8,0.105,-10.595,1,0.0338,64.983,4,0.173,1
0.0682,0.602,245053,0.796,0.12,0,0.15,-3.657,0,0.103,126.06,4,0.265,1
0.0793,0.766,197604,0.742,0.0,1,0.0871,-6.206,1,0.169,124.076,4,0.904,0
0.498,0.821,237546,0.732,0.00113,2,0.12,-3.657,1,0.336,90.983,4,0.789,0
0.0335,0.818,261133,0.653,5.46e-6,1,0.22,-8.396,1,0.204,99.931,4,0.533,0
0.525,0.802,261227,0.387,0.00169,8,0.33,-12.05,1,0.458,79.583,4,0.76,0
0.77,0.807,144480,0.703,0.0,0,0.184,-8.22,1,0.0445,114.381,4,0.966,1
0.944,0.381,215160,0.214,0.0,4,0.106,-11.629,1,0.0337,127.581,3,0.393,1
0.743,0.692,266200,0.466,0.109,0,0.1,-10.741,1,0.0292,114.999,4,0.561,1
0.794,0.986,143053,0.769,0.0,8,0.189,-6.699,1,0.302,117.945,4,0.958,0
0.598,0.711,199343,0.761,0.127,6,0.134,-7.267,1,0.233,160.738,4,0.526,0
0.797,0.396,228707,0.463,0.000329,4,0.175,-7.359,1,0.032,78.154,4,0.315,1
0.0746,0.738,208000,0.988,1.31e-5,9,0.46,-1.319,0,0.327,150.015,4,0.402,0
0.0341,0.716,195801,0.746,0.0,6,0.289,-4.75,1,0.039,119.846,4,0.343,1
0.547,0.624,156960,0.668,1.78e-6,6,0.217,-7.896,1,0.0265,114.665,4,0.731,0
0.685,0.346,199600,0.25,0.00093,5,0.102,-10.954,1,0.0368,106.856,4,0.293,1
0.836,0.319,122267,0.19,5.63e-5,7,0.104,-15.947,1,0.0434,96.618,5,0.248,1
0.22,0.831,152449,0.479,6.29e-5,0,0.0985,-11.307,0,0.0498,105.973,4,0.744,1
0.434,0.59,257840,0.94,0.00202,10,0.102,-8.162,1,0.133,175.927,4,0.659,1
0.293,0.541,225867,0.773,0.000172,2,0.188,-5.45,1,0.0812,144.011,4,0.548,1
0.971,0.554,218627,0.331,0.223,2,0.107,-13.008,0,0.0466,184.098,4,0.446,1
0.0283,0.522,191093,0.526,0.000376,0,0.131,-8.79,1,0.0354,203.669,4,0.53,1
0.0388,0.709,205120,0.907,3.13e-6,10,0.0873,-5.063,1,0.0722,127.953,4,0.438,1
0.823,0.576,168667,0.108,0.0,5,0.135,-12.435,1,0.0675,89.201,4,0.6,0
0.0186,0.514,235080,0.641,0.0,7,0.261,-7.968,1,0.0378,105.103,4,0.541,1
0.336,0.569,219248,0.497,0.0,9,0.102,-6.699,1,0.0375,103.525,4,0.154,1
0.713,0.606,244027,0.457,2.53e-5,6,0.0747,-14.035,0,0.0497,92.033,4,0.813,1
0.000742,0.5,186579,0.902,0.137,1,0.164,-4.67,0,0.0718,91.059,4,0.619,0
0.764,0.803,67213,0.147,0.0,10,0.102,-17.41,1,0.233,100.285,4,0.778,0
0.467,0.651,200253,0.744,2.67e-5,2,0.309,-6.941,1,0.0311,115.979,4,0.863,0
0.602,0.596,196587,0.92,1.02e-5,7,0.076,-6.638,1,0.0363,164.301,4,0.966,0
0.848,0.536,202360,0.258,0.00176,8,0.0875,-14.778,1,0.0304,129.839,4,0.124,1
0.981,0.183,482333,0.0156,0.225,6,0.0676,-22.938,0,0.0484,85.13,3,0.04,1
0.05,0.761,215107,0.838,0.0,8,0.113,-4.656,1,0.227,109.961,4,0.805,0
0.182,0.874,216248,0.706,0.0,1,0.334,-5.132,1,0.207,89.968,4,0.895,0
0.559,0.419,195800,0.372,0.0,5,0.0673,-10.103,1,0.0589,170.366,3,0.789,0
0.00855,0.714,155333,0.905,2.55e-5,8,0.146,-2.663,1,0.0289,125.927,4,0.838,1
0.284,0.629,171892,0.845,0.0,11,0.386,-6.098,0,0.333,147.983,4,0.482,0
0.52,0.923,226680,0.518,0.000142,5,0.104,-6.008,1,0.0492,93.023,4,0.682,1
0.0012,0.641,227520,0.915,0.0,1,0.0967,-2.608,1,0.0599,143.424,4,0.336,0
0.833,0.557,184227,0.466,0.928,5,0.0675,-14.706,1,0.034,118.83,4,0.877,1
0.937,0.438,191867,0.177,0.956,0,0.298,-16.837,1,0.0339,74.999,4,0.468,1
0.574,0.454,294720,0.788,0.000766,6,0.0859,-6.748,1,0.0371,126.15,4,0.52,1
0.652,0.388,303373,0.338,3.72e-6,10,0.248,-10.054,1,0.0328,177.784,4,0.477,1
0.14,0.558,238027,0.718,0.0,5,0.301,-5.691,0,0.0331,127.992,4,0.466,1
0.886,0.302,348640,0.207,0.00832,1,0.247,-11.696,1,0.0359,139.695,4,0.298,1
0.0236,0.884,232959,0.559,0.0,0,0.101,-7.442,1,0.12,97.994,4,0.342,0
0.729,0.401,292280,0.351,0.0,0,0.0702,-12.597,1,0.0438,160.145,3,0.38,1
0.466,0.654,162062,0.419,0.0,7,0.181,-8.127,1,0.438,134.226,4,0.466,1
0.809,0.6,79595,0.549,4.26e-6,4,0.14,-10.355,0,0.125,92.439,4,0.471,1
0.699,0.425,245573,0.334,0.0,7,0.278,-13.296,1,0.0267,80.274,4,0.403,1
0.000378,0.788,270545,0.696,0.087,7,0.0754,-4.512,1,0.0417,109.981,4,0.259,0
0.992,0.46,213253,0.0474,0.895,2,0.111,-23.571,0,0.0432,134.968,4,0.115,1
0.0195,0.728,193846,0.741,0.0,11,0.341,-8.003,0,0.0681,130.098,4,0.286,0
0.993,0.428,237787,0.0465,0.914,2,0.0637,-24.419,0,0.0488,117.213,4,0.108,1
0.183,0.531,196800,0.557,0.0,10,0.25,-10.794,0,0.062,133.4,4,0.503,1
0.455,0.467,186453,0.779,0.0,0,0.176,-3.071,1,0.0336,191.287,4,0.749,0
0.145,0.595,225813,0.52,0.0,11,0.117,-8.185,0,0.0414,79.95,4,0.369,1
0.0682,0.798,246360,0.487,0.0,1,0.0925,-4.939,1,0.206,151.02,4,0.292,0
0.0384,0.841,195474,0.729,0.0,6,0.276,-3.047,0,0.239,132.073,4,0.444,0
0.457,0.488,141947,0.487,0.0,2,0.519,-8.596,1,0.0432,77.302,4,0.416,1
0.396,0.743,229240,0.771,0.000828,5,0.445,-7.648,0,0.319,171.935,4,0.775,0
0.555,0.669,158333,0.559,0.0,0,0.184,-7.509,1,0.0651,104.999,4,0.452,1
0.968,0.192,290707,0.111,0.0906,4,0.376,-21.133,1,0.0455,88.223,4,0.0389,1
0.00146,0.908,393333,0.928,0.853,1,0.0532,-5.972,1,0.173,128.024,4,0.207,0
0.784,0.401,243040,0.43,0.00502,1,0.922,-9.25,1,0.0331,87.938,4,0.152,1
0.529,0.567,214133,0.456,0.0,2,0.177,-6.062,1,0.0261,90.035,4,0.313,1
0.508,0.854,167787,0.305,0.0,0,0.0931,-10.723,1,0.149,116.819,4,0.754,1
0.00987,0.528,210173,0.672,0.000704,8,0.141,-6.54,1,0.0316,116.078,4,0.467,1
0.0278,0.677,166800,0.558,0.0,11,0.873,-7.622,0,0.252,95.032,4,0.564,0
0.182,0.874,216248,0.706,0.0,1,0.334,-5.132,1,0.207,89.968,4,0.895,0
0.0234,0.876,232000,0.71,0.000161,11,0.0573,-6.446,0,0.0446,121.072,4,0.828,0
0.573,0.578,180187,0.547,0.0,9,0.239,-7.106,1,0.105,104.258,4,0.749,1
0.566,0.394,163240,0.508,0.0,0,0.0348,-7.917,1,0.0493,151.104,4,0.52,1
0.8,0.556,210880,0.225,2.47e-6,7,0.106,-11.334,1,0.0358,156.011,3,0.475,1
0.767,0.309,221840,0.28,0.0,2,0.269,-12.012,1,0.0311,165.211,4,0.64,1
0.541,0.458,294720,0.794,0.00105,6,0.101,-6.751,1,0.0376,126.951,4,0.505,1
0.144,0.904,111304,0.555,0.00864,5,0.115,-5.157,1,0.082,138.084,1,0.502,0
0.804,0.401,201484,0.416,0.0,0,0.0957,-10.067,1,0.0417,66.47,3,0.525,1
0.0662,0.715,184918,0.687,0.0,8,0.0663,-6.277,1,0.312,177.032,4,0.697,0
0.163,0.684,243933,0.675,0.0,11,0.242,-8.123,1,0.0257,107.064,4,0.924,1
0.145,0.474,216927,0.537,0.0,9,0.0892,-7.925,0,0.0294,180.017,4,0.294,1
2.8e-6,0.181,174196,0.948,0.771,0,0.875,-3.106,1,0.0625,100.759,4,0.456,0
0.514,0.573,293107,0.387,1.17e-6,4,0.117,-12.733,0,0.0388,84.236,3,0.394,1
0.316,0.634,271853,0.674,0.0,5,0.139,-9.75,0,0.037,124.001,4,0.523,1
0.0292,0.844,280920,0.751,1.71e-5,6,0.499,-6.5,1,0.223,129.985,4,0.514,0
0.00249,0.646,236133,0.77,0.0,2,0.0715,-6.596,0,0.226,99.165,4,0.681,0
0.464,0.524,203253,0.634,1.02e-5,7,0.0827,-9.246,1,0.0296,156.197,4,0.549,0
0.451,0.671,283787,0.742,4.38e-6,10,0.101,-4.768,0,0.368,89.835,4,0.767,0
0.625,0.435,334067,0.579,0.0,0,0.103,-5.875,1,0.0297,109.108,3,0.231,1
0.983,0.44,142453,0.147,6.0e-5,2,0.0914,-11.934,1,0.0515,87.517,4,0.316,1
0.375,0.443,262107,0.457,0.0,0,0.235,-14.468,1,0.0804,161.86,3,0.694,1
0.0133,0.82,237120,0.731,1.94e-5,9,0.131,-6.02,1,0.159,127.076,4,0.793,0
0.517,0.631,58671,0.5,0.0,0,0.0799,-8.154,1,0.029,79.969,3,0.694,1
0.166,0.708,213440,0.666,0.000229,2,0.0929,-7.042,1,0.0349,89.019,4,0.834,1
0.00883,0.567,212903,0.423,2.93e-6,8,0.0947,-8.845,1,0.0409,138.033,4,0.135,0
0.477,0.668,205280,0.449,0.0,0,0.107,-7.897,1,0.0451,129.889,4,0.154,1
0.275,0.531,267867,0.925,2.48e-6,9,0.905,-6.446,1,0.22,112.092,4,0.626,1
0.709,0.29,307867,0.455,0.781,4,0.164,-6.812,1,0.0692,177.621,4,0.34,1
0.479,0.516,187053,0.605,4.55e-6,0,0.97,-7.988,1,0.0565,112.132,4,0.448,1
0.583,0.549,212307,0.651,0.0,0,0.121,-7.097,1,0.0323,122.818,4,0.368,1
0.314,0.799,235040,0.621,0.0,7,0.153,-4.992,1,0.0599,128.002,4,0.747,1
0.587,0.491,135233,0.24,0.0,5,0.116,-12.301,1,0.0498,80.24,4,0.357,1
0.0548,0.602,295453,0.629,2.23e-6,9,0.0813,-5.796,1,0.0274,78.009,4,0.47,1
0.421,0.708,218228,0.779,0.00176,7,0.115,-6.28,1,0.0787,142.012,4,0.46,1
0.189,0.844,206027,0.79,0.0205,4,0.0774,-5.695,1,0.0321,138.852,4,0.968,1
0.849,0.39,184667,0.302,0.000191,0,0.122,-10.362,1,0.0379,109.394,3,0.232,1
0.00926,0.612,211200,0.731,0.846,8,0.151,-9.147,0,0.165,150.005,4,0.744,0
0.108,0.678,205152,0.722,0.0,11,0.0888,-4.268,1,0.266,142.075,4,0.278,0
0.85,0.525,190000,0.325,5.87e-5,9,0.0977,-9.691,1,0.0302,125.018,3,0.543,1
0.975,0.213,220600,0.177,0.869,0,0.079,-17.848,0,0.0292,89.316,4,0.384,1
0.293,0.583,233893,0.747,0.00656,4,0.659,-5.633,0,0.0834,160.865,4,0.662,1
0.313,0.711,296800,0.292,0.0,4,0.131,-15.523,0,0.037,103.951,4,0.194,1
0.76,0.847,180062,0.434,8.89e-6,10,0.156,-12.466,0,0.275,140.005,4,0.44,0
0.00129,0.64,227520,0.92,0.0,1,0.0914,-2.597,1,0.0594,143.434,4,0.361,0
0.365,0.772,284533,0.242,0.693,0,0.0745,-10.202,1,0.0584,127.928,4,0.48,1
0.00016,0.52,255000,0.953,0.651,0,0.354,-4.527,1,0.0548,127.968,4,0.573,0
0.194,0.882,227640,0.442,0.0177,4,0.0904,-15.274,1,0.0549,115.895,4,0.965,1
0.259,0.628,184413,0.882,0.0,1,0.065,-5.024,0,0.0323,95.083,4,0.853,1
0.926,0.81,122000,0.288,0.0107,10,0.236,-9.971,1,0.0412,93.266,4,0.949,0
0.741,0.47,146600,0.543,0.0,10,0.133,-7.756,0,0.0372,125.792,5,0.513,1
0.375,0.597,246027,0.606,0.404,3,0.151,-10.035,1,0.0279,138.211,4,0.529,1
0.624,0.477,225109,0.523,0.0,0,0.126,-7.028,1,0.0442,163.921,4,0.302,1
0.91,0.649,108027,0.29,0.0,5,0.355,-9.5,1,0.0781,86.345,3,0.701,0
0.594,0.76,297040,0.775,2.75e-5,10,0.109,-13.959,0,0.364,175.415,4,0.598,0
0.0632,0.655,243520,0.949,0.0,10,0.298,-3.42,0,0.065,110.99,4,0.776,0
0.895,0.194,251973,0.19,1.34e-6,1,0.122,-12.703,1,0.0354,85.93,3,0.127,1
0.934,0.341,194787,0.192,0.872,0,0.218,-18.539,1,0.041,78.142,4,0.406,1
0.842,0.64,254491,0.352,1.74e-6,11,0.246,-7.555,0,0.0273,107.769,4,0.588,1
0.325,0.551,222333,0.561,0.0,7,0.0827,-12.516,1,0.0483,123.182,4,0.806,0
0.22,0.369,302107,0.762,2.8e-5,10,0.579,-8.993,1,0.0464,84.957,4,0.644,1
0.416,0.404,268893,0.378,0.0,5,0.0787,-8.755,1,0.0345,125.601,4,0.261,1
0.843,0.592,33840,0.18,0.0,5,0.131,-15.15,1,0.353,182.25,3,0.346,0
0.0941,0.485,242373,0.619,3.31e-6,5,0.109,-7.115,0,0.0289,138.017,4,0.416,1
0.0792,0.614,212608,0.667,0.000409,1,0.54,-5.768,1,0.0234,95.049,4,0.742,1
0.0154,0.329,223920,0.866,0.0,4,0.221,-4.444,0,0.268,150.557,4,0.17,0
0.42,0.722,204000,0.658,7.46e-6,9,0.126,-8.021,0,0.0354,140.333,4,0.735,1
0.000358,0.626,274213,0.799,0.00155,11,0.36,-6.612,0,0.046,98.992,4,0.369,1
0.00734,0.823,169106,0.868,0.234,7,0.293,-6.994,1,0.205,124.921,4,0.779,0
0.275,0.411,320920,0.699,0.000187,1,0.7,-9.261,0,0.0742,97.133,4,0.242,1
0.99,0.471,219027,0.108,0.949,9,0.067,-22.826,1,0.0423,126.493,4,0.569,1
0.401,0.602,195053,0.714,0.0,5,0.172,-3.107,1,0.0273,122.058,4,0.825,0
1.17e-6,0.332,220779,0.961,0.967,0,0.675,-4.542,1,0.0867,95.081,4,0.0381,0
